#Note:; Temperature:25Â°C
756 5.50988204e-2 3.04496927e-1
756.5 5.49723448e-2 3.08194794e-1
757 5.48517876e-2 3.11876475e-1
757.5 5.47370585e-2 3.15542441e-1
758 5.46280705e-2 3.19193151e-1
758.5 5.45247396e-2 3.22829060e-1
759 5.44269854e-2 3.26450616e-1
759.5 5.43347302e-2 3.30058257e-1
760 5.42478994e-2 3.33652416e-1
760.5 5.41664212e-2 3.37233520e-1
761 5.40902267e-2 3.40801988e-1
761.5 5.40192498e-2 3.44358233e-1
762 5.39534268e-2 3.47902665e-1
762.5 5.38926969e-2 3.51435683e-1
763 5.38370016e-2 3.54957685e-1
763.5 5.37862850e-2 3.58469062e-1
764 5.37404935e-2 3.61970199e-1
764.5 5.36995760e-2 3.65461478e-1
765 5.36634836e-2 3.68943274e-1
765.5 5.36321696e-2 3.72415959e-1
766 5.36055897e-2 3.75879901e-1
766.5 5.35837015e-2 3.79335460e-1
767 5.35664648e-2 3.82782998e-1
767.5 5.35538416e-2 3.86222867e-1
768 5.35457957e-2 3.89655419e-1
768.5 5.35422931e-2 3.93081002e-1
769 5.35433016e-2 3.96499959e-1
769.5 5.35487908e-2 3.99912630e-1
770 5.35587326e-2 4.03319353e-1
770.5 5.35731003e-2 4.06720462e-1
771 5.35918694e-2 4.10116288e-1
771.5 5.36150167e-2 4.13507160e-1
772 5.36425214e-2 4.16893403e-1
772.5 5.36743639e-2 4.20275342e-1
773 5.37105267e-2 4.23653297e-1
773.5 5.37509937e-2 4.27027587e-1
774 5.37957506e-2 4.30398528e-1
774.5 5.38447850e-2 4.33766436e-1
775 5.38980857e-2 4.37131622e-1
775.5 5.39556435e-2 4.40494399e-1
776 5.40174505e-2 4.43855075e-1
776.5 5.40835008e-2 4.47213957e-1
777 5.41537898e-2 4.50571354e-1
777.5 5.42283144e-2 4.53927569e-1
778 5.43070734e-2 4.57282907e-1
778.5 5.43900670e-2 4.60637671e-1
779 5.44772968e-2 4.63992163e-1
779.5 5.45687662e-2 4.67346683e-1
780 5.46644801e-2 4.70701533e-1
780.5 5.47644448e-2 4.74057011e-1
781 5.48686683e-2 4.77413418e-1
781.5 5.49771601e-2 4.80771052e-1
782 5.50899312e-2 4.84130211e-1
782.5 5.52069942e-2 4.87491195e-1
783 5.53283633e-2 4.90854300e-1
783.5 5.54540542e-2 4.94219827e-1
784 5.55840841e-2 4.97588073e-1
784.5 5.57184719e-2 5.00959336e-1
785 5.58572379e-2 5.04333916e-1
785.5 5.60004043e-2 5.07712112e-1
786 5.61479945e-2 5.11094224e-1
786.5 5.63000338e-2 5.14480554e-1
787 5.64565490e-2 5.17871401e-1
787.5 5.66175686e-2 5.21267069e-1
788 5.67831228e-2 5.24667861e-1
788.5 5.69532433e-2 5.28074081e-1
789 5.71279636e-2 5.31486035e-1
789.5 5.73073188e-2 5.34904029e-1
790 5.74913460e-2 5.38328372e-1
790.5 5.76800838e-2 5.41759374e-1
791 5.78735726e-2 5.45197346e-1
791.5 5.80718547e-2 5.48642601e-1
792 5.82749741e-2 5.52095454e-1
792.5 5.84829769e-2 5.55556223e-1
793 5.86959107e-2 5.59025226e-1
793.5 5.89138254e-2 5.62502785e-1
794 5.91367725e-2 5.65989224e-1
794.5 5.93648058e-2 5.69484868e-1
795 5.95979810e-2 5.72990046e-1
795.5 5.98363557e-2 5.76505090e-1
796 6.00799898e-2 5.80030333e-1
796.5 6.03289452e-2 5.83566114e-1
797 6.05832861e-2 5.87112772e-1
797.5 6.08430789e-2 5.90670651e-1
798 6.11083922e-2 5.94240098e-1
798.5 6.13792969e-2 5.97821462e-1
799 6.16558663e-2 6.01415099e-1
799.5 6.19381763e-2 6.05021365e-1
800 6.22263050e-2 6.08640622e-1
800.5 6.25203333e-2 6.12273236e-1
801 6.28203444e-2 6.15919577e-1
801.5 6.31264245e-2 6.19580018e-1
802 6.34386622e-2 6.23254940e-1
802.5 6.37571491e-2 6.26944725e-1
803 6.40819796e-2 6.30649762e-1
803.5 6.44132511e-2 6.34370443e-1
804 6.47510639e-2 6.38107168e-1
804.5 6.50955215e-2 6.41860341e-1
805 6.54467305e-2 6.45630370e-1
805.5 6.58048008e-2 6.49417671e-1
806 6.61698456e-2 6.53222665e-1
806.5 6.65419816e-2 6.57045779e-1
807 6.69213291e-2 6.60887447e-1
807.5 6.73080119e-2 6.64748108e-1
808 6.77021577e-2 6.68628209e-1
808.5 6.81038978e-2 6.72528204e-1
809 6.85133678e-2 6.76448553e-1
809.5 6.89307071e-2 6.80389725e-1
810 6.93560594e-2 6.84352195e-1
810.5 6.97895728e-2 6.88336447e-1
811 7.02313999e-2 6.92342973e-1
811.5 7.06816977e-2 6.96372272e-1
812 7.11406280e-2 7.00424852e-1
812.5 7.16083577e-2 7.04501233e-1
813 7.20850585e-2 7.08601939e-1
813.5 7.25709075e-2 7.12727507e-1
814 7.30660869e-2 7.16878482e-1
814.5 7.35707848e-2 7.21055421e-1
815 7.40851947e-2 7.25258888e-1
815.5 7.46095163e-2 7.29489461e-1
816 7.51439552e-2 7.33747728e-1
816.5 7.56887234e-2 7.38034286e-1
817 7.62440395e-2 7.42349747e-1
817.5 7.68101286e-2 7.46694733e-1
818 7.73872232e-2 7.51069878e-1
818.5 7.79755626e-2 7.55475830e-1
819 7.85753939e-2 7.59913250e-1
819.5 7.91869717e-2 7.64382813e-1
820 7.98105587e-2 7.68885205e-1
820.5 8.04464260e-2 7.73421130e-1
821 8.10948530e-2 7.77991305e-1
821.5 8.17561284e-2 7.82596463e-1
822 8.24305498e-2 7.87237352e-1
822.5 8.31184244e-2 7.91914737e-1
823 8.38200695e-2 7.96629400e-1
823.5 8.45358126e-2 8.01382139e-1
824 8.52659916e-2 8.06173772e-1
824.5 8.60109559e-2 8.11005132e-1
825 8.67710661e-2 8.15877075e-1
825.5 8.75466947e-2 8.20790474e-1
826 8.83382268e-2 8.25746223e-1
826.5 8.91460601e-2 8.30745237e-1
827 8.99706059e-2 8.35788454e-1
827.5 9.08122893e-2 8.40876830e-1
828 9.16715496e-2 8.46011349e-1
828.5 9.25488415e-2 8.51193015e-1
829 9.34446350e-2 8.56422860e-1
829.5 9.43594165e-2 8.61701938e-1
830 9.52936892e-2 8.67031330e-1
830.5 9.62479741e-2 8.72412146e-1
831 9.72228102e-2 8.77845523e-1
831.5 9.82187558e-2 8.83332625e-1
832 9.92363891e-2 8.88874648e-1
832.5 1.00276309e-1 8.94472818e-1
833 1.01339135e-1 9.00128393e-1
833.5 1.02425512e-1 9.05842665e-1
834 1.03536104e-1 9.11616959e-1
834.5 1.04671604e-1 9.17452635e-1
835 1.05832727e-1 9.23351091e-1
835.5 1.07020218e-1 9.29313761e-1
836 1.08234846e-1 9.35342120e-1
836.5 1.09477412e-1 9.41437683e-1
837 1.10748748e-1 9.47602005e-1
837.5 1.12049714e-1 9.53836688e-1
838 1.13381208e-1 9.60143376e-1
838.5 1.14744160e-1 9.66523761e-1
839 1.16139536e-1 9.72979583e-1
839.5 1.17568342e-1 9.79512632e-1
840 1.19031623e-1 9.86124750e-1
840.5 1.20530466e-1 9.92817833e-1
841 1.22066002e-1 9.99593833e-1
841.5 1.23639407e-1 1.00645476e+0
842 1.25251905e-1 1.01340268e+0
842.5 1.26904774e-1 1.02043973e+0
843 1.28599339e-1 1.02756810e+0
843.5 1.30336987e-1 1.03479006e+0
844 1.32119159e-1 1.04210794e+0
844.5 1.33947359e-1 1.04952414e+0
845 1.35823156e-1 1.05704115e+0
845.5 1.37748186e-1 1.06466153e+0
846 1.39724156e-1 1.07238790e+0
846.5 1.41752850e-1 1.08022301e+0
847 1.43836129e-1 1.08816965e+0
847.5 1.45975938e-1 1.09623074e+0
848 1.48174311e-1 1.10440926e+0
848.5 1.50433373e-1 1.11270832e+0
849 1.52755346e-1 1.12113110e+0
849.5 1.55142556e-1 1.12968092e+0
850 1.57597438e-1 1.13836119e+0
850.5 1.60122542e-1 1.14717544e+0
851 1.62720536e-1 1.15612732e+0
851.5 1.65394220e-1 1.16522061e+0
852 1.68146527e-1 1.17445920e+0
852.5 1.70980533e-1 1.18384715e+0
853 1.73899469e-1 1.19338863e+0
853.5 1.76906723e-1 1.20308798e+0
854 1.80005854e-1 1.21294967e+0
854.5 1.83200603e-1 1.22297834e+0
855 1.86494901e-1 1.23317882e+0
855.5 1.89892882e-1 1.24355608e+0
856 1.93398896e-1 1.25411528e+0
856.5 1.97017523e-1 1.26486177e+0
857 2.00753586e-1 1.27580112e+0
857.5 2.04612167e-1 1.28693906e+0
858 2.08598623e-1 1.29828157e+0
858.5 2.12718607e-1 1.30983484e+0
859 2.16978083e-1 1.32160530e+0
859.5 2.21383349e-1 1.33359960e+0
860 2.25941060e-1 1.34582468e+0
860.5 2.30658251e-1 1.35828772e+0
861 2.35542361e-1 1.37099618e+0
861.5 2.40601266e-1 1.38395779e+0
862 2.45843305e-1 1.39718062e+0
862.5 2.51277312e-1 1.41067302e+0
863 2.56912657e-1 1.42444366e+0
863.5 2.62759278e-1 1.43850158e+0
864 2.68827725e-1 1.45285613e+0
864.5 2.75129206e-1 1.46751707e+0
865 2.81675633e-1 1.48249450e+0
865.5 2.88479678e-1 1.49779895e+0
866 2.95554828e-1 1.51344133e+0
866.5 3.02915447e-1 1.52943300e+0
867 3.10576848e-1 1.54578574e+0
867.5 3.18555360e-1 1.56251181e+0
868 3.26868418e-1 1.57962391e+0
868.5 3.35534640e-1 1.59713525e+0
869 3.44573932e-1 1.61505953e+0
869.5 3.54007589e-1 1.63341096e+0
870 3.63858409e-1 1.65220426e+0
870.5 3.74150819e-1 1.67145472e+0
871 3.84911014e-1 1.69117812e+0
871.5 3.96167105e-1 1.71139083e+0
872 4.07949284e-1 1.73210974e+0
872.5 4.20290007e-1 1.75335228e+0
873 4.33224190e-1 1.77513642e+0
873.5 4.46789431e-1 1.79748067e+0
874 4.61026246e-1 1.82040400e+0
874.5 4.75978335e-1 1.84392586e+0
875 4.91692873e-1 1.86806612e+0
875.5 5.08220831e-1 1.89284499e+0
876 5.25617325e-1 1.91828297e+0
876.5 5.43942012e-1 1.94440075e+0
877 5.63259510e-1 1.97121905e+0
877.5 5.83639877e-1 1.99875851e+0
878 6.05159130e-1 2.02703948e+0
878.5 6.27899820e-1 2.05608176e+0
879 6.51951663e-1 2.08590435e+0
879.5 6.77412240e-1 2.11652507e+0
880 7.04387760e-1 2.14796014e+0
880.5 7.32993904e-1 2.18022364e+0
881 7.63356748e-1 2.21332691e+0
881.5 7.95613775e-1 2.24727774e+0
882 8.29914973e-1 2.28207948e+0
882.5 8.66424033e-1 2.31772991e+0
883 9.05319647e-1 2.35421990e+0
883.5 9.46796893e-1 2.39153178e+0
884 9.91068716e-1 2.42963742e+0
884.5 1.03836749e+0 2.46849590e+0
885 1.08894663e+0 2.50805068e+0
885.5 1.14308225e+0 2.54822630e+0
886 1.20107476e+0 2.58892438e+0
886.5 1.26325044e+0 2.63001882e+0
887 1.32996274e+0 2.67135016e+0
887.5 1.40159332e+0 2.71271883e+0
888 1.47855256e+0 2.75387724e+0
888.5 1.56127924e+0 2.79452039e+0
889 1.65023921e+0 2.83427499e+0
889.5 1.74592238e+0 2.87268680e+0
890 1.84883769e+0 2.90920608e+0
890.5 1.95950507e+0 2.94317123e+0
891 2.07844368e+0 2.97379047e+0
891.5 2.20615512e+0 3.00012208e+0
892 2.34310031e+0 3.02105368e+0
892.5 2.48966853e+0 3.03528168e+0
893 2.64613686e+0 3.04129263e+0
893.5 2.81261835e+0 3.03734906e+0
894 2.98899775e+0 3.02148355e+0
894.5 3.17485413e+0 2.99150599e+0
895 3.36937125e+0 2.94503047e+0
895.5 3.57123918e+0 2.87952927e+0
896 3.77855339e+0 2.79242211e+0
896.5 3.98872290e+0 2.68120804e+0
897 4.19840331e+0 2.54364433e+0
897.5 4.40347603e+0 2.37797118e+0
898 4.59909775e+0 2.18317117e+0
898.5 4.77984270e+0 1.95924066e+0
899 4.93995256e+0 1.70743638e+0
899.5 5.07369269e+0 1.43045032e+0
900 5.17579040e+0 1.13246324e+0
900.5 5.24190546e+0 8.19037355e-1
901 5.26906329e+0 4.96833187e-1
901.5 5.25597513e+0 1.73170278e-1
902 5.20318367e+0 -1.44512233e-1
902.5 5.11300428e+0 -4.49214241e-1
903 4.98927376e+0 -7.34866418e-1
903.5 4.83695604e+0 -9.96686016e-1
904 4.66167701e+0 -1.23136037e+0
904.5 4.46926307e+0 -1.43705861e+0
905 4.26534342e+0 -1.61330223e+0
905.5 4.05505182e+0 -1.76074145e+0
906 3.84283849e+0 -1.88088739e+0
906.5 3.63238340e+0 -1.97584181e+0
907 3.42659067e+0 -2.04805383e+0
907.5 3.22763954e+0 -2.10011944e+0
908 3.03706923e+0 -2.13462895e+0
908.5 2.85587890e+0 -2.15405983e+0
909 2.68462937e+0 -2.16070867e+0
909.5 2.52353807e+0 -2.15665383e+0
910 2.37256266e+0 -2.14374117e+0
910.5 2.23147152e+0 -2.12358544e+0
911 2.09990119e+0 -2.09758200e+0
911.5 1.97740175e+0 -2.06692444e+0
912 1.86347180e+0 -2.03262503e+0
912.5 1.75758483e+0 -1.99553596e+0
913 1.65920845e+0 -1.95636992e+0
913.5 1.56781809e+0 -1.91571942e+0
914 1.48290642e+0 -1.87407418e+0
914.5 1.40398942e+0 -1.83183670e+0
915 1.33061011e+0 -1.78933580e+0
915.5 1.26234040e+0 -1.74683842e+0
916 1.19878169e+0 -1.70455965e+0
916.5 1.13956457e+0 -1.66267132e+0
917 1.08434790e+0 -1.62130931e+0
917.5 1.03281756e+0 -1.58057962e+0
918 9.84684811e-1 -1.54056358e+0
918.5 9.39684747e-1 -1.50132213e+0
919 8.97574524e-1 -1.46289945e+0
919.5 8.58131702e-1 -1.42532597e+0
920 8.21152616e-1 -1.38862090e+0
920.5 7.86450822e-1 -1.35279431e+0
921 7.53855636e-1 -1.31784887e+0
921.5 7.23210773e-1 -1.28378128e+0
922 6.94373083e-1 -1.25058353e+0
922.5 6.67211392e-1 -1.21824381e+0
923 6.41605434e-1 -1.18674738e+0
923.5 6.17444879e-1 -1.15607727e+0
924 5.94628441e-1 -1.12621477e+0
924.5 5.73063073e-1 -1.09713995e+0
925 5.52663228e-1 -1.06883202e+0
925.5 5.33350195e-1 -1.04126963e+0
926 5.15051494e-1 -1.01443114e+0
926.5 4.97700323e-1 -9.88294788e-1
927 4.81235064e-1 -9.62838900e-1
927.5 4.65598832e-1 -9.38041992e-1
928 4.50739063e-1 -9.13882879e-1
928.5 4.36607148e-1 -8.90340764e-1
929 4.23158090e-1 -8.67395293e-1
929.5 4.10350207e-1 -8.45026604e-1
930 3.98144849e-1 -8.23215366e-1
930.5 3.86506148e-1 -8.01942795e-1
931 3.75400791e-1 -7.81190679e-1
931.5 3.64797811e-1 -7.60941378e-1
932 3.54668395e-1 -7.41177831e-1
932.5 3.44985717e-1 -7.21883553e-1
933 3.35724778e-1 -7.03042631e-1
933.5 3.26862263e-1 -6.84639712e-1
934 3.18376411e-1 -6.66659998e-1
934.5 3.10246893e-1 -6.49089225e-1
935 3.02454708e-1 -6.31913659e-1
935.5 2.94982078e-1 -6.15120072e-1
936 2.87812361e-1 -5.98695735e-1
936.5 2.80929962e-1 -5.82628394e-1
937 2.74320263e-1 -5.66906260e-1
937.5 2.67969546e-1 -5.51517989e-1
938 2.61864932e-1 -5.36452670e-1
938.5 2.55994322e-1 -5.21699802e-1
939 2.50346338e-1 -5.07249287e-1
939.5 2.44910279e-1 -4.93091407e-1
940 2.39676070e-1 -4.79216813e-1
940.5 2.34634218e-1 -4.65616512e-1
941 2.29775777e-1 -4.52281846e-1
941.5 2.25092310e-1 -4.39204485e-1
942 2.20575854e-1 -4.26376412e-1
942.5 2.16218888e-1 -4.13789907e-1
943 2.12014308e-1 -4.01437540e-1
943.5 2.07955396e-1 -3.89312154e-1
944 2.04035800e-1 -3.77406856e-1
944.5 2.00249504e-1 -3.65715007e-1
945 1.96590815e-1 -3.54230209e-1
945.5 1.93054336e-1 -3.42946297e-1
946 1.89634954e-1 -3.31857329e-1
946.5 1.86327817e-1 -3.20957575e-1
947 1.83128322e-1 -3.10241512e-1
947.5 1.80032099e-1 -2.99703809e-1
948 1.77034996e-1 -2.89339326e-1
948.5 1.74133068e-1 -2.79143104e-1
949 1.71322565e-1 -2.69110353e-1
949.5 1.68599918e-1 -2.59236451e-1
950 1.65961734e-1 -2.49516937e-1
950.5 1.63404779e-1 -2.39947497e-1
951 1.60925974e-1 -2.30523969e-1
951.5 1.58522388e-1 -2.21242328e-1
952 1.56191221e-1 -2.12098684e-1
952.5 1.53929809e-1 -2.03089277e-1
953 1.51735606e-1 -1.94210471e-1
953.5 1.49606184e-1 -1.85458750e-1
954 1.47539224e-1 -1.76830710e-1
954.5 1.45532511e-1 -1.68323060e-1
955 1.43583929e-1 -1.59932613e-1
955.5 1.41691455e-1 -1.51656284e-1
956 1.39853153e-1 -1.43491084e-1
956.5 1.38067175e-1 -1.35434122e-1
957 1.36331748e-1 -1.27482593e-1
957.5 1.34645178e-1 -1.19633780e-1
958 1.33005841e-1 -1.11885051e-1
958.5 1.31412183e-1 -1.04233852e-1
959 1.29862713e-1 -9.66777092e-2
959.5 1.28356003e-1 -8.92142203e-2
960 1.26890685e-1 -8.18410563e-2
960.5 1.25465444e-1 -7.45559566e-2
961 1.24079020e-1 -6.73567275e-2
961.5 1.22730205e-1 -6.02412387e-2
962 1.21417838e-1 -5.32074222e-2
962.5 1.20140803e-1 -4.62532689e-2
963 1.18898030e-1 -3.93768273e-2
963.5 1.17688490e-1 -3.25762009e-2
964 1.16511195e-1 -2.58495467e-2
964.5 1.15365194e-1 -1.91950728e-2
965 1.14249574e-1 -1.26110369e-2
965.5 1.13163455e-1 -6.09574469e-3
966 1.12105992e-1 3.52452344e-4
966.5 1.11076371e-1 6.73515804e-3
967 1.10073809e-1 1.30539333e-2
967.5 1.09097553e-1 1.93102976e-2
968 1.08146876e-1 2.55057304e-2
968.5 1.07221079e-1 3.16416722e-2
969 1.06319488e-1 3.77195267e-2
969.5 1.05441456e-1 4.37406609e-2
970 1.04586355e-1 4.97064074e-2
970.5 1.03753583e-1 5.56180648e-2
971 1.02942559e-1 6.14768993e-2
971.5 1.02152722e-1 6.72841456e-2
972 1.01383532e-1 7.30410078e-2
972.5 1.00634468e-1 7.87486608e-2
973 9.99050246e-2 8.44082509e-2
973.5 9.91947181e-2 9.00208968e-2
974 9.85030793e-2 9.55876907e-2
974.5 9.78296560e-2 1.01109699e-1
975 9.71740115e-2 1.06587963e-1
975.5 9.65357240e-2 1.12023500e-1
976 9.59143865e-2 1.17417305e-1
976.5 9.53096057e-2 1.22770348e-1
977 9.47210018e-2 1.28083579e-1
977.5 9.41482078e-2 1.33357926e-1
978 9.35908692e-2 1.38594297e-1
978.5 9.30486434e-2 1.43793580e-1
979 9.25211996e-2 1.48956643e-1
979.5 9.20082177e-2 1.54084338e-1
980 9.15093886e-2 1.59177494e-1
980.5 9.10244137e-2 1.64236929e-1
981 9.05530039e-2 1.69263438e-1
981.5 9.00948801e-2 1.74257802e-1
982 8.96497725e-2 1.79220789e-1
982.5 8.92174201e-2 1.84153146e-1
983 8.87975707e-2 1.89055610e-1
983.5 8.83899804e-2 1.93928900e-1
984 8.79944136e-2 1.98773723e-1
984.5 8.76106421e-2 2.03590773e-1
985 8.72384458e-2 2.08380728e-1
985.5 8.68776117e-2 2.13144257e-1
986 8.65279338e-2 2.17882013e-1
986.5 8.61892131e-2 2.22594640e-1
987 8.58612572e-2 2.27282768e-1
987.5 8.55438803e-2 2.31947017e-1
988 8.52369025e-2 2.36587997e-1
988.5 8.49401504e-2 2.41206306e-1
989 8.46534562e-2 2.45802532e-1
989.5 8.43766578e-2 2.50377253e-1
990 8.41095986e-2 2.54931038e-1
990.5 8.38521277e-2 2.59464446e-1
991 8.36040991e-2 2.63978029e-1
991.5 8.33653718e-2 2.68472327e-1
992 8.31358100e-2 2.72947874e-1
992.5 8.29152826e-2 2.77405194e-1
993 8.27036631e-2 2.81844806e-1
993.5 8.25008295e-2 2.86267219e-1
994 8.23066644e-2 2.90672934e-1
994.5 8.21210544e-2 2.95062446e-1
995 8.19438907e-2 2.99436245e-1
995.5 8.17750682e-2 3.03794810e-1
996 8.16144860e-2 3.08138617e-1
996.5 8.14620470e-2 3.12468134e-1
997 8.13176580e-2 3.16783825e-1
997.5 8.11812294e-2 3.21086144e-1
998 8.10526752e-2 3.25375544e-1
998.5 8.09319130e-2 3.29652470e-1
999 8.08188639e-2 3.33917363e-1
999.5 8.07134523e-2 3.38170657e-1
1000 8.06156061e-2 3.42412783e-1
